"persona_id","account_name","name","role","role_label","batch","experience","years_in_pool_world","tech_comfort","urgency","device","connection","accessibility_need","language","current_workflow","company_size","primary_goal","completed_first_value","wow_moment","time_to_value_seconds","ease_score","clarity_score","trust_score","usefulness_score","use_again_score","pain_points","positive_signals","simulated_feedback","evidence_type","persistence"
"DEMO-TEST-SL-COUNTER-437","DEMO TEST Counter / Distributor 437","Jordan Kim","counter","Counter / Distributor","5","21+ years","35","3","3","desktop","offline-first","none","English/Spanish","memory and photos","6-20","collect the missing label proof","false","false","86","75.7","81.9","74.5","70.7","64.6","partsnap_online_dependency_during_counter_work|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-438","DEMO TEST Counter / Distributor 438","Cameron Brooks","counter","Counter / Distributor","5","0-1 years","1","1","1","iPhone","good","hearing or speech","English/Spanish","Google search","6-20","send a vendor packet","true","true","78.6","62.4","73.9","77.7","80.9","82","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-439","DEMO TEST Counter / Distributor 439","Jamie Walker","counter","Counter / Distributor","5","0-1 years","0","3","3","Android","good","none","English","texting a senior tech","2-5","reduce a wrong counter sale","true","true","91.9","76.2","75.4","70.4","83.9","82.1","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-440","DEMO TEST Counter / Distributor 440","Jamie Reed","counter","Counter / Distributor","5","21+ years","21","1","1","Android","good","none","English","paper notes","2-5","compare possible part families","true","true","73.2","70.7","76.8","88.4","83","86","","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-441","DEMO TEST Counter / Distributor 441","Cameron Nguyen","counter","Counter / Distributor","5","6-10 years","7","2","4","tablet or rugged device","good","none","English/Spanish","manufacturer manuals","solo","identify a walk-in part","true","true","87.6","61.9","73.3","74.1","80.7","81","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-442","DEMO TEST Counter / Distributor 442","Jordan Patel","counter","Counter / Distributor","5","21+ years","24","3","5","iPhone","good","low vision","English","memory and photos","6-20","reduce a wrong counter sale","true","true","96.1","66.9","74","81","81.8","83.4","dense_small_supporting_copy|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is dense small supporting copy.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-443","DEMO TEST Counter / Distributor 443","Jordan Johnson","counter","Counter / Distributor","5","6-10 years","7","4","2","desktop","good","high cognitive load","English/Spanish","Google search","51+","compare possible part families","true","true","92.5","67.8","74.2","74.9","82","82","too_many_tools_visible_after_role_choice|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-444","DEMO TEST Counter / Distributor 444","Jamie Garcia","counter","Counter / Distributor","5","21+ years","26","5","3","Android","good","none","English","Google search","6-20","identify a walk-in part","true","true","85.4","78.4","79.8","87.1","84.9","87","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-445","DEMO TEST Counter / Distributor 445","Riley Johnson","counter","Counter / Distributor","5","21+ years","31","4","3","iPhone","spotty","none","English","memory and photos","21-50","send a vendor packet","false","false","80.8","67.3","82.1","75.2","69.1","63.7","partsnap_online_dependency_during_counter_work|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-446","DEMO TEST Counter / Distributor 446","Avery Miller","counter","Counter / Distributor","5","2-5 years","2","1","3","tablet or rugged device","offline-first","none","Spanish-first","memory and photos","51+","identify a walk-in part","false","false","88.7","60.5","70.2","70.2","65.9","60.4","partsnap_online_dependency_during_counter_work|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-447","DEMO TEST Counter / Distributor 447","Jordan Patel","counter","Counter / Distributor","5","6-10 years","6","5","5","tablet or rugged device","good","none","Spanish-first","CRM plus manuals","solo","collect the missing label proof","true","true","100.8","71.9","79.1","77.9","83.5","83.8","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-448","DEMO TEST Counter / Distributor 448","Casey Walker","counter","Counter / Distributor","5","2-5 years","3","5","2","tablet or rugged device","good","none","English/Spanish","CRM plus manuals","6-20","identify a walk-in part","true","true","68.5","80.5","84.6","75.9","86.1","84.9","language_choice_not_part_of_first_use_role_step","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-449","DEMO TEST Counter / Distributor 449","Morgan Walker","counter","Counter / Distributor","5","21+ years","21","4","2","iPhone","good","none","English","paper notes","21-50","send a vendor packet","false","false","88","75.3","78.4","78.1","70.1","65.1","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-450","DEMO TEST Counter / Distributor 450","Avery Diaz","counter","Counter / Distributor","5","2-5 years","5","5","4","tablet or rugged device","good","high cognitive load","English","texting a senior tech","2-5","compare possible part families","true","true","78","75.4","74.6","72","83.6","82.3","too_many_tools_visible_after_role_choice|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-451","DEMO TEST Counter / Distributor 451","Jamie Walker","counter","Counter / Distributor","5","6-10 years","8","1","5","Android","offline-first","low vision","English","paper notes","6-20","compare possible part families","false","false","100","47.8","71.5","74.2","63.6","59.9","partsnap_online_dependency_during_counter_work|dense_small_supporting_copy|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-452","DEMO TEST Counter / Distributor 452","Jamie Johnson","counter","Counter / Distributor","5","21+ years","35","2","2","desktop","good","none","English","manufacturer manuals","2-5","compare possible part families","true","false","75.1","77.5","82","75.6","71.1","65.1","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-453","DEMO TEST Counter / Distributor 453","Casey Reed","counter","Counter / Distributor","5","0-1 years","1","1","1","desktop","offline-first","low vision","Spanish-first","Google search","2-5","reduce a wrong counter sale","true","false","95.9","55.4","70.8","68.3","65","59.3","partsnap_online_dependency_during_counter_work|dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-454","DEMO TEST Counter / Distributor 454","Riley Patel","counter","Counter / Distributor","5","11-20 years","17","5","3","tablet or rugged device","spotty","none","Spanish-first","Google search","21-50","reduce a wrong counter sale","true","true","93.9","73.3","83.4","72.8","84.5","83.1","partsnap_online_dependency_during_counter_work|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-455","DEMO TEST Counter / Distributor 455","Riley Miller","counter","Counter / Distributor","5","21+ years","29","1","1","Android","spotty","high cognitive load","English","manufacturer manuals","2-5","collect the missing label proof","true","true","103.4","50.9","69.6","81.9","77.9","81.1","partsnap_online_dependency_during_counter_work|too_many_tools_visible_after_role_choice|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-456","DEMO TEST Counter / Distributor 456","Jamie Nguyen","counter","Counter / Distributor","5","11-20 years","17","4","4","iPhone","spotty","none","Spanish-first","texting a senior tech","solo","reduce a wrong counter sale","true","true","103.5","64.4","69.7","71.4","80.6","80.3","partsnap_online_dependency_during_counter_work|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-457","DEMO TEST Counter / Distributor 457","Taylor Brooks","counter","Counter / Distributor","5","0-1 years","1","5","1","iPhone","spotty","none","English","manufacturer manuals","2-5","send a vendor packet","true","true","66.8","77.4","87.4","68.4","85.9","82.9","partsnap_online_dependency_during_counter_work","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-458","DEMO TEST Counter / Distributor 458","Casey Nguyen","counter","Counter / Distributor","5","6-10 years","10","5","5","tablet or rugged device","good","high cognitive load","English/Spanish","CRM plus manuals","6-20","compare possible part families","false","false","89.1","65.6","70.4","80.5","67","63.7","too_many_tools_visible_after_role_choice|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-459","DEMO TEST Counter / Distributor 459","Avery Reed","counter","Counter / Distributor","5","2-5 years","3","5","4","Android","good","high cognitive load","English","manufacturer manuals","2-5","send a vendor packet","true","true","77.4","76.7","68.8","75.8","83","82.9","too_many_tools_visible_after_role_choice|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is too many tools visible after role choice.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-460","DEMO TEST Counter / Distributor 460","Morgan Johnson","counter","Counter / Distributor","5","0-1 years","0","4","5","iPhone","offline-first","low vision","English/Spanish","Google search","6-20","send a vendor packet","false","false","110.2","55.8","74","79.6","65.6","62.5","partsnap_online_dependency_during_counter_work|dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-461","DEMO TEST Counter / Distributor 461","Cameron Nguyen","counter","Counter / Distributor","5","6-10 years","6","5","2","tablet or rugged device","good","screen reader","English","CRM plus manuals","solo","reduce a wrong counter sale","true","false","88.3","76.8","81","80.7","70.8","66.2","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-462","DEMO TEST Counter / Distributor 462","Taylor Nguyen","counter","Counter / Distributor","5","6-10 years","7","2","2","iPhone","good","none","English","manufacturer manuals","solo","compare possible part families","true","false","76.4","75.7","85.1","69","71.2","63.5","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-463","DEMO TEST Counter / Distributor 463","Jordan Kim","counter","Counter / Distributor","5","2-5 years","2","2","3","desktop","good","none","Spanish-first","memory and photos","solo","collect the missing label proof","true","true","93.1","73.5","73.6","67","83","80.7","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-464","DEMO TEST Counter / Distributor 464","Taylor Garcia","counter","Counter / Distributor","5","2-5 years","5","3","1","Android","good","none","English","memory and photos","6-20","send a vendor packet","true","true","84.5","73","88.3","73.5","85.1","83.7","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-465","DEMO TEST Counter / Distributor 465","Morgan Walker","counter","Counter / Distributor","5","6-10 years","10","3","1","Android","good","none","English","paper notes","21-50","compare possible part families","true","true","78.2","78.4","77.3","71.5","84.6","82.8","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-466","DEMO TEST Counter / Distributor 466","Taylor Diaz","counter","Counter / Distributor","5","21+ years","22","5","5","iPhone","offline-first","none","English","Google search","21-50","collect the missing label proof","true","true","96.8","69.7","83.4","82.5","83.7","85.1","partsnap_online_dependency_during_counter_work|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-467","DEMO TEST Counter / Distributor 467","Cameron Brooks","counter","Counter / Distributor","5","21+ years","25","4","3","Android","offline-first","none","English","paper notes","51+","send a vendor packet","true","true","83.8","67.6","78.3","73.9","82.6","82.1","partsnap_online_dependency_during_counter_work|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-468","DEMO TEST Counter / Distributor 468","Jamie Garcia","counter","Counter / Distributor","5","6-10 years","9","2","2","tablet or rugged device","spotty","screen reader","English","memory and photos","solo","compare possible part families","false","false","86.7","64.9","72.7","73.9","67.2","62.2","partsnap_online_dependency_during_counter_work|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-469","DEMO TEST Counter / Distributor 469","Taylor Reed","counter","Counter / Distributor","5","11-20 years","13","5","5","tablet or rugged device","good","none","English","paper notes","solo","compare possible part families","true","true","73.6","85.2","78","68.5","86","83.1","","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-470","DEMO TEST Counter / Distributor 470","Jordan Walker","counter","Counter / Distributor","5","0-1 years","0","3","3","Android","good","none","English/Spanish","CRM plus manuals","21-50","identify a walk-in part","true","true","91.5","70.4","84.4","67.2","84","81.4","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-471","DEMO TEST Counter / Distributor 471","Morgan Johnson","counter","Counter / Distributor","5","0-1 years","0","1","1","Android","good","screen reader","English","memory and photos","21-50","collect the missing label proof","true","false","92.1","58.8","71.6","71.2","65.8","60.6","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-472","DEMO TEST Counter / Distributor 472","Drew Nguyen","counter","Counter / Distributor","5","11-20 years","11","2","4","desktop","offline-first","screen reader","English","texting a senior tech","6-20","compare possible part families","false","false","104.3","55","72.8","67.2","65.2","59.2","partsnap_online_dependency_during_counter_work|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-473","DEMO TEST Counter / Distributor 473","Jordan Nguyen","counter","Counter / Distributor","5","11-20 years","19","1","5","iPhone","good","none","English","paper notes","51+","send a vendor packet","false","false","98.5","63.7","70","76.4","66.5","62.4","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-474","DEMO TEST Counter / Distributor 474","Alex Miller","counter","Counter / Distributor","5","11-20 years","15","2","2","desktop","good","low vision","English","manufacturer manuals","2-5","compare possible part families","true","true","78.6","76.1","78.8","71.9","84.3","82.8","dense_small_supporting_copy|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is dense small supporting copy.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-475","DEMO TEST Counter / Distributor 475","Avery Nguyen","counter","Counter / Distributor","5","11-20 years","16","5","3","Android","good","none","Spanish-first","Google search","51+","collect the missing label proof","true","true","87.2","76.8","82.4","70.5","85","82.9","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-476","DEMO TEST Counter / Distributor 476","Avery Brooks","counter","Counter / Distributor","5","6-10 years","8","1","1","iPhone","good","none","English","CRM plus manuals","6-20","reduce a wrong counter sale","true","false","92.2","66.3","75.2","77.9","67.8","63.6","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-477","DEMO TEST Counter / Distributor 477","Jordan Garcia","counter","Counter / Distributor","5","6-10 years","9","5","4","desktop","good","limited dexterity","English","manufacturer manuals","21-50","identify a walk-in part","false","false","88.3","75.4","77.5","70.1","70","63","some_secondary_controls_are_smaller_than_primary_field_actions|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: some secondary controls are smaller than primary field actions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-478","DEMO TEST Counter / Distributor 478","Drew Patel","counter","Counter / Distributor","5","6-10 years","6","5","5","iPhone","good","low vision","English","memory and photos","51+","compare possible part families","true","true","93.9","72.4","72.9","80.7","82.7","83.9","dense_small_supporting_copy|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is dense small supporting copy.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-479","DEMO TEST Counter / Distributor 479","Riley Walker","counter","Counter / Distributor","5","0-1 years","1","3","5","desktop","spotty","limited dexterity","Spanish-first","manufacturer manuals","51+","identify a walk-in part","true","true","88.8","65.6","68.9","75.1","80.8","81.3","partsnap_online_dependency_during_counter_work|some_secondary_controls_are_smaller_than_primary_field_actions|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-480","DEMO TEST Counter / Distributor 480","Jordan Garcia","counter","Counter / Distributor","5","11-20 years","20","4","1","Android","offline-first","none","English","Google search","6-20","reduce a wrong counter sale","true","false","69.6","72.2","86.7","72.6","70.7","64.1","partsnap_online_dependency_during_counter_work","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
